train_loss,epoch,step
46173.3125,0,49
43153.421875,0,99
40355.765625,0,149
37723.234375,0,199
35154.69921875,0,249
32583.548828125,0,299
29850.775390625,0,349
27484.09765625,0,399
25086.177734375,0,449
22745.4375,0,499
20085.560546875,0,549
17643.556640625,0,599
15361.9404296875,0,649
12904.2509765625,0,699
10546.3310546875,0,749
8349.0537109375,0,799
6102.544921875,0,849
3815.31982421875,0,899
1532.500244140625,1,949
-676.1697998046875,1,999
-2924.448974609375,1,1049
-4640.6904296875,1,1099
-7038.7080078125,1,1149
-8616.4453125,1,1199
-10077.2763671875,1,1249
-12541.2509765625,1,1299
-14138.9833984375,1,1349
-16824.919921875,1,1399
-18004.2890625,1,1449
-20084.6015625,1,1499
-19838.255859375,1,1549
-22632.62109375,1,1599
-22647.76171875,1,1649
-26000.759765625,1,1699
-26748.447265625,1,1749
-27372.34375,1,1799
-28104.98828125,1,1849
-29521.484375,2,1899
-29685.482421875,2,1949
-31896.84765625,2,1999
-32369.736328125,2,2049
-34042.484375,2,2099
-34041.81640625,2,2149
-32593.2890625,2,2199
-33619.3125,2,2249
-34148.1484375,2,2299
-36300.640625,2,2349
-35763.87109375,2,2399
-34001.34375,2,2449
-35030.921875,2,2499
-35225.515625,2,2549
-38425.24609375,2,2599
-36671.8828125,2,2649
-35914.58203125,2,2699
-36424.3828125,2,2749
-34110.2734375,2,2799
-34803.6328125,3,2849
-37062.63671875,3,2899
-39210.796875,3,2949
-37374.48828125,3,2999
-34518.83203125,3,3049
-38024.640625,3,3099
-39823.328125,3,3149
-37171.99609375,3,3199
-37734.33984375,3,3249
-33750.46875,3,3299
-37653.546875,3,3349
-36344.671875,3,3399
-37027.26171875,3,3449
-38558.359375,3,3499
-38623.19921875,3,3549
-41707.59765625,3,3599
-36581.94921875,3,3649
-41517.39453125,3,3699
-37265.3984375,3,3749
-40258.27734375,4,3799
-38341.171875,4,3849
-35934.125,4,3899
-43330.015625,4,3949
-36710.859375,4,3999
-38367.4296875,4,4049
-36639.6328125,4,4099
-39077.6328125,4,4149
-38366.92578125,4,4199
-35921.0546875,4,4249
-40143.171875,4,4299
-40488.32421875,4,4349
-36550.51953125,4,4399
-38562.3515625,4,4449
-42296.125,4,4499
-34036.21484375,4,4549
-41404.703125,4,4599
-41799.0859375,4,4649
-37509.79296875,5,4699
-38215.17578125,5,4749
-36744.90234375,5,4799
-38815.00390625,5,4849
-38828.54296875,5,4899
-38706.5859375,5,4949
-34439.015625,5,4999
-37771.578125,5,5049
-40418.50390625,5,5099
-38000.55078125,5,5149
-36514.77734375,5,5199
-40434.40625,5,5249
-36600.453125,5,5299
-37872.27734375,5,5349
-42044.85546875,5,5399
-38408.4375,5,5449
-38252.25,5,5499
-40039.3046875,5,5549
-39552.9609375,5,5599
-38889.72265625,6,5649
-34894.40234375,6,5699
-40232.3671875,6,5749
-38767.69921875,6,5799
-37851.6875,6,5849
-41066.3515625,6,5899
-36729.89453125,6,5949
-40682.953125,6,5999
-38857.8203125,6,6049
-43490.72265625,6,6099
-40284.1328125,6,6149
-39038.87890625,6,6199
-41097.609375,6,6249
-37682.67578125,6,6299
-40121.53515625,6,6349
-38591.59765625,6,6399
-32087.724609375,6,6449
-38689.9140625,6,6499
-41250.68359375,6,6549
-42579.73046875,7,6599
-37351.41015625,7,6649
-39061.2734375,7,6699
-38653.72265625,7,6749
-38689.96484375,7,6799
-40617.84375,7,6849
-40703.4453125,7,6899
-39350.4609375,7,6949
-37154.76171875,7,6999
-39925.78125,7,7049
-41586.68359375,7,7099
-39131.79296875,7,7149
-37777.26171875,7,7199
-38618.3359375,7,7249
-39613.88671875,7,7299
-39796.140625,7,7349
-38007.1171875,7,7399
-42401.06640625,7,7449
-38733.8515625,7,7499
-43645.0390625,8,7549
-38058.44921875,8,7599
-38883.453125,8,7649
-37607.90625,8,7699
-40542.67578125,8,7749
-35897.703125,8,7799
-41144.125,8,7849
-39124.4921875,8,7899
-41639.640625,8,7949
-39154.25,8,7999
-42580.98828125,8,8049
-41256.13671875,8,8099
-41962.796875,8,8149
-38499.78515625,8,8199
-41353.984375,8,8249
-39940.22265625,8,8299
-39591.75,8,8349
-38761.00390625,8,8399
-39444.15234375,9,8449
-39162.69921875,9,8499
-41800.60546875,9,8549
-40757.171875,9,8599
-38226.5625,9,8649
-42092.08203125,9,8699
-38645.22265625,9,8749
-38682.74609375,9,8799
-40211.8828125,9,8849
-41832.3515625,9,8899
-38118.296875,9,8949
-41281.94921875,9,8999
-38308.390625,9,9049
-44384.25,9,9099
-42816.80078125,9,9149
-39917.9765625,9,9199
-41985.4140625,9,9249
-37792.69921875,9,9299
-40623.734375,9,9349
